date;home_team_name;away_team_name;home_score;away_score;;;;;
2020-03-13;Rapide club oued zem;Renaissance Club Zemamra;2;1;;;;;
2020-07-27;Hassania Agadir;Raja Beni Mellal;1;0;;;;;
2020-07-27;D.H. Eljadida;RCA ;0;0;;;;;
2020-07-28;WAC Casablanca;MCO Oujda;1;1;;;;;
2020-07-30;D.H. Eljadida;RSB Berkane;0;0;;;;;
2020-07-30;RCA ;Renaissance Club Zemamra;3;1;;;;;
2020-08-02;RCA ;Youssoufia Berrechid;2;0;;;;;
2020-08-05;Moghreb Tétouan;RCA ;0;0;;;;;
2020-08-06;RSB Berkane;WAC Casablanca;2;1;;;;;
2020-08-07;Renaissance Club Zemamra;Hassania Agadir;2;2;;;;;
2020-08-08;RCA ;Olympique club de safi ;2;0;;;;;
2020-08-10;WAC Casablanca;OCK Khouribga;3;2;;;;;
2020-08-10;D.H. Eljadida;FAR Rabat;1;1;;;;;
2020-08-11;Olympique club de safi;Moghreb Tétouan;0;0;;;;;
2020-08-11;Youssoufia Berrechid;MCO Oujda;1;1;;;;;
2020-08-11;Hassania Agadir;RCA ;0;2;;;;;
2020-08-14;Renaissance Club Zemamra;FUS Rabat;1;1;;;;;
2020-08-15;Olympique club de safi;Youssoufia Berrechid;1;0;;;;;
2020-08-15;RSB Berkane;MCO Oujda;1;0;;;;;
2020-08-15;Moghreb Tétouan;Hassania Agadir;1;2;;;;;
2020-08-18;MCO Oujda;OCK Khouribga;3;0;;;;;
2020-08-18;D.H. Eljadida;Renaissance Club Zemamra;2;1;;;;;
2020-08-19;Youssoufia Berrechid;RSB Berkane;0;0;;;;;
2020-08-19;FUS Rabat ;RCA ;0;1;;;;;
2020-08-19;Rapide club oued zem;Moghreb Tétouan;2;1;;;;;
2020-08-19;Hassania Agadir;Olympique club de safi ;2;2;;;;;
2020-08-25;Youssoufia Berrechid;OCK Khouribga;1;0;;;;;
2020-08-27;D.H. Eljadida;Moghreb Tétouan;2;0;;;;;
2020-08-27;MCO Oujda;Raja Beni Mellal;1;1;;;;;
2020-08-29;FAR Rabat;OCK Khouribga;1;1;;;;;
2020-08-29;Rapide club oued zem;Youssoufia Berrechid;0;0;;;;;
2020-09-08;Raja Beni Mellal;D.H. Eljadida;0;0;;;;;
2020-09-08;OCK Khouribga;Ittihad Tanger;0;1;;;;;
2020-09-09;FAR Rabat;WAC Casablanca;1;1;;;;;
2020-09-13;FUS Rabat ;Raja Beni Mellal;1;1;;;;;
2020-09-13;Ittihad Tanger;RSB Berkane;1;1;;;;;
2020-09-16;WAC Casablanca;Raja Beni Mellal;3;0;;;;;
2020-09-16;Ittihad Tanger;FAR Rabat;1;1;;;;;
2020-09-19;OCK Khouribga;RSB Berkane;0;1;;;;;
2020-09-20;RCA ;D.H. Eljadida;3;1;;;;;
2020-09-20;Renaissance Club Zemamra;WAC Casablanca;1;2;;;;;
2020-09-20;Raja Beni Mellal;Ittihad Tanger;0;1;;;;;
2020-09-21;FUS Rabat ;Olympique club de safi ;5;2;;;;;
2020-09-21;Rapide club oued zem;Hassania Agadir;2;1;;;;;
2020-09-23;RSB Berkane;FAR Rabat;2;1;;;;;
2020-09-23;Ittihad Tanger;Renaissance Club Zemamra;0;0;;;;;
2020-09-24;WAC Casablanca;RCA ;0;0;;;;;
2020-09-26;Hassania Agadir;FUS Rabat;2;1;;;;;
2020-09-27;Moghreb Tétouan;WAC Casablanca;1;1;;;;;
2020-09-27;Raja Beni Mellal;RSB Berkane;0;1;;;;;
2020-09-27;Renaissance Club Zemamra;MCO Oujda;1;0;;;;;
2020-09-27;RCA ;Rapide club oued zem;1;0;;;;;
2020-09-29;Youssoufia Berrechid;FAR Rabat;2;4;;;;;
2020-09-29;D.H. Eljadida;Hassania Agadir;1;2;;;;;
2020-09-30;WAC Casablanca;Olympique club de safi ;4;1;;;;;
2020-09-30;OCK Khouribga;Raja Beni Mellal;1;0;;;;;
2020-09-30;Ittihad Tanger;Moghreb Tétouan;1;0;;;;;
2020-09-30;FUS Rabat ;Rapide club oued zem;3;1;;;;;
2020-09-30;RSB Berkane;Renaissance Club Zemamra;1;2;;;;;
2020-09-30;MCO Oujda;RCA ;2;2;;;;;
2020-10-03;Olympique club de safi;Ittihad Tanger;0;0;;;;;
2020-10-03;Renaissance Club Zemamra;OCK Khouribga;0;0;;;;;
2020-10-03;Rapide club oued zem;D.H. Eljadida;1;0;;;;;
2020-10-03;FUS Rabat ;Youssoufia Berrechid;1;0;;;;;
2020-10-04;Raja Beni Mellal;FAR Rabat;0;3;;;;;
2020-10-04;Hassania Agadir;WAC Casablanca;1;1;;;;;
2020-10-04;RCA ;RSB Berkane;2;2;;;;;
2020-10-04;Moghreb Tétouan;MCO Oujda;4;0;;;;;
2020-10-06;D.H. Eljadida;FUS Rabat;1;2;;;;;
2020-10-07;MCO Oujda;Olympique club de safi ;1;0;;;;;
2020-10-07;WAC Casablanca;Rapide club oued zem;2;1;;;;;
2020-10-07;Raja Beni Mellal;Youssoufia Berrechid;0;2;;;;;
2020-10-07;OCK Khouribga;RCA ;1;2;;;;;
2020-10-07;Ittihad Tanger;Hassania Agadir;0;0;;;;;
2020-10-07;FAR Rabat;Renaissance Club Zemamra;5;2;;;;;
2020-10-07;RSB Berkane;Moghreb Tétouan;4;1;;;;;
2020-10-10;Youssoufia Berrechid;D.H. Eljadida;1;0;;;;;
2020-10-10;Renaissance Club Zemamra;Raja Beni Mellal;1;1;;;;;
2020-10-10;Rapide club oued zem;Ittihad Tanger;5;3;;;;;
2020-10-10;Moghreb Tétouan;OCK Khouribga;2;1;;;;;
2020-10-11;FUS Rabat ;WAC Casablanca;1;2;;;;;
2020-10-11;RCA ;FAR Rabat;2;1;;;;;
2020-10-11;Olympique club de safi;RSB Berkane;0;1;;;;;
2020-10-11;Hassania Agadir;MCO Oujda;0;1;;;;;
2020-12-04;Moghreb Tétouan;SC Chabab Mohammedia;0;2;;;;;
2020-12-04;Maghreb Fès;FAR Rabat;2;1;;;;;
2020-12-05;Olympique club de safi;D.H. Eljadida;4;3;;;;;
2020-12-05;Renaissance Club Zemamra;RSB Berkane;0;2;;;;;
2020-12-05;Rapide club oued zem;MCO Oujda;1;1;;;;;
2020-12-06;FUS Rabat ;RCA ;3;3;;;;;
2020-12-06;Hassania Agadir;Ittihad Tanger;0;1;;;;;
2020-12-06;WAC Casablanca;Youssoufia Berrechid;2;0;;;;;
2020-12-08;RSB Berkane;Maghreb Fès;1;1;;;;;
2020-12-08;SC Chabab Mohammedia;Renaissance Club Zemamra;1;0;;;;;
2020-12-08;FAR Rabat;Moghreb Tétouan;2;3;;;;;
2020-12-09;D.H. Eljadida;WAC Casablanca;0;1;;;;;
2020-12-09;Youssoufia Berrechid;Hassania Agadir;0;0;;;;;
2020-12-09;Ittihad Tanger;Olympique club de safi ;1;0;;;;;
2020-12-10;MCO Oujda;FUS Rabat;0;1;;;;;
2020-12-10;RCA ;Rapide club oued zem;3;2;;;;;
2020-12-11;Renaissance Club Zemamra;FAR Rabat;0;2;;;;;
2020-12-12;Hassania Agadir;SC Chabab Mohammedia;0;0;;;;;
2020-12-12;Maghreb Fès;Youssoufia Berrechid;1;1;;;;;
2020-12-12;Olympique club de safi;WAC Casablanca;2;1;;;;;
2020-12-13;FUS Rabat ;Ittihad Tanger;0;1;;;;;
2020-12-13;Rapide club oued zem;RSB Berkane;1;3;;;;;
2020-12-13;Moghreb Tétouan;D.H. Eljadida;2;2;;;;;
2020-12-13;RCA ;MCO Oujda;3;0;;;;;
2020-12-19;WAC Casablanca;Hassania Agadir;3;0;;;;;
2020-12-19;Olympique club de safi;Youssoufia Berrechid;0;0;;;;;
2020-12-19;RSB Berkane;RCA ;0;1;;;;;
2020-12-19;SC Chabab Mohammedia;Rapide club oued zem;0;0;;;;;
2020-12-20;FAR Rabat;FUS Rabat;0;0;;;;;
2020-12-20;D.H. Eljadida;Maghreb Fès;1;2;;;;;
2020-12-20;Ittihad Tanger;Moghreb Tétouan;1;1;;;;;
2020-12-20;MCO Oujda;Renaissance Club Zemamra;1;2;;;;;
2020-12-25;FUS Rabat ;D.H. Eljadida;1;1;;;;;
2020-12-25;Moghreb Tétouan;Youssoufia Berrechid;0;0;;;;;
2020-12-26;Maghreb Fès;WAC Casablanca;0;1;;;;;
2020-12-26;Rapide club oued zem;FAR Rabat;0;0;;;;;
2020-12-26;RCA ;SC Chabab Mohammedia;1;0;;;;;
2020-12-27;Renaissance Club Zemamra;Ittihad Tanger;4;1;;;;;
2020-12-27;Hassania Agadir;Olympique club de safi ;2;0;;;;;
2020-12-27;MCO Oujda;RSB Berkane;0;1;;;;;
2021-02-13;Ittihad Tanger;Rapide club oued zem;0;1;;;;;
2021-02-13;D.H. Eljadida;Renaissance Club Zemamra;1;0;;;;;
2021-02-13;Hassania Agadir;Moghreb Tétouan;1;1;;;;;
2021-02-14;SC Chabab Mohammedia;MCO Oujda;0;1;;;;;
2021-02-14;Olympique club de safi;Maghreb Fès;1;1;;;;;
2021-02-14;Youssoufia Berrechid;RSB Berkane;1;0;;;;;
2021-02-16;WAC Casablanca;FUS Rabat;3;2;;;;;
2021-02-17;FAR Rabat;RCA ;1;1;;;;;
2021-02-19;Renaissance Club Zemamra;WAC Casablanca;1;2;;;;;
2021-02-20;MCO Oujda;FAR Rabat;1;2;;;;;
2021-02-20;Moghreb Tétouan;Olympique club de safi ;1;3;;;;;
2021-02-20;FUS Rabat ;Youssoufia Berrechid;1;2;;;;;
2021-02-21;Rapide club oued zem;D.H. Eljadida;0;2;;;;;
2021-02-21;Maghreb Fès;Hassania Agadir;0;0;;;;;
2021-02-21;RSB Berkane;SC Chabab Mohammedia;1;1;;;;;
2021-02-25;RCA ;Ittihad Tanger;2;0;;;;;
2021-02-26;Maghreb Fès;Moghreb Tétouan;0;0;;;;;
2021-02-26;FAR Rabat;SC Chabab Mohammedia;1;1;;;;;
2021-02-27;Youssoufia Berrechid;Rapide club oued zem;1;1;;;;;
2021-02-27;Hassania Agadir;Renaissance Club Zemamra;1;0;;;;;
2021-02-28;Olympique club de safi;FUS Rabat;0;1;;;;;
2021-02-28;Ittihad Tanger;MCO Oujda;1;2;;;;;
2021-02-28;D.H. Eljadida;RCA ;0;0;;;;;
2021-03-06;RSB Berkane;FAR Rabat;1;2;;;;;
2021-03-07;RCA ;Youssoufia Berrechid;1;1;;;;;
2021-03-11;Moghreb Tétouan;WAC Casablanca;2;2;;;;;
2021-03-13;Renaissance Club Zemamra;Olympique club de safi ;1;2;;;;;
2021-03-13;FUS Rabat ;Hassania Agadir;0;0;;;;;
2021-03-14;Rapide club oued zem;Maghreb Fès;0;0;;;;;
2021-03-14;MCO Oujda;D.H. Eljadida;4;0;;;;;
2021-03-14;SC Chabab Mohammedia;Ittihad Tanger;1;2;;;;;
2021-03-21;WAC Casablanca;RCA ;2;0;;;;;
2021-03-21;Olympique club de safi;RSB Berkane;0;0;;;;;
2021-04-02;Ittihad Tanger;FAR Rabat;1;2;;;;;
2021-04-02;Hassania Agadir;Rapide club oued zem;3;1;;;;;
2021-04-03;D.H. Eljadida;SC Chabab Mohammedia;0;0;;;;;
2021-04-03;Youssoufia Berrechid;MCO Oujda;0;1;;;;;
2021-04-03;Moghreb Tétouan;Renaissance Club Zemamra;3;0;;;;;
2021-04-04;Maghreb Fès;FUS Rabat;1;1;;;;;
2021-04-07;Rapide club oued zem;WAC Casablanca;0;1;;;;;
2021-04-07;RCA ;Hassania Agadir;0;1;;;;;
2021-04-07;RSB Berkane;Ittihad Tanger;1;2;;;;;
2021-04-09;FAR Rabat;D.H. Eljadida;1;0;;;;;
2021-04-10;MCO Oujda;Maghreb Fès;3;0;;;;;
2021-04-11;Renaissance Club Zemamra;Youssoufia Berrechid;0;0;;;;;
2021-04-11;FUS Rabat ;Moghreb Tétouan;2;1;;;;;
2021-04-11;SC Chabab Mohammedia;Olympique club de safi ;3;0;;;;;
2021-04-16;WAC Casablanca;MCO Oujda;1;1;;;;;
2021-04-17;Moghreb Tétouan;RCA ;2;3;;;;;
2021-04-17;Hassania Agadir;RSB Berkane;1;2;;;;;
2021-04-18;Olympique club de safi;Rapide club oued zem;2;1;;;;;
2021-04-18;FUS Rabat ;Renaissance Club Zemamra;1;2;;;;;
2021-04-19;D.H. Eljadida;Ittihad Tanger;0;0;;;;;
2021-04-19;Youssoufia Berrechid;FAR Rabat;1;1;;;;;
2021-04-19;Maghreb Fès;SC Chabab Mohammedia;1;1;;;;;
2021-04-24;Renaissance Club Zemamra;Maghreb Fès;1;1;;;;;
2021-04-24;FAR Rabat;Hassania Agadir;0;2;;;;;
2021-04-25;Rapide club oued zem;FUS Rabat;2;1;;;;;
2021-04-25;MCO Oujda;Moghreb Tétouan;1;2;;;;;
2021-04-25;SC Chabab Mohammedia;Youssoufia Berrechid;0;1;;;;;
2021-04-26;Ittihad Tanger;WAC Casablanca;3;2;;;;;
2021-04-26;RCA ;Olympique club de safi ;2;0;;;;;
2021-04-26;RSB Berkane;D.H. Eljadida;2;0;;;;;
2021-04-30;WAC Casablanca;SC Chabab Mohammedia;1;1;;;;;
2021-05-01;Hassania Agadir;MCO Oujda;1;0;;;;;
2021-05-02;Olympique club de safi;FAR Rabat;0;3;;;;;
2021-05-02;Maghreb Fès;Ittihad Tanger;2;1;;;;;
2021-05-02;Youssoufia Berrechid;D.H. Eljadida;0;1;;;;;
2021-05-03;WAC Casablanca;RSB Berkane;4;0;;;;;
2021-05-03;Renaissance Club Zemamra;RCA ;1;1;;;;;
2021-05-03;Moghreb Tétouan;Rapide club oued zem;1;1;;;;;
2021-05-06;FUS Rabat ;RSB Berkane;3;1;;;;;
2021-05-08;Ittihad Tanger;Youssoufia Berrechid;2;0;;;;;
2021-05-09;MCO Oujda;Olympique club de safi ;3;2;;;;;
2021-05-09;SC Chabab Mohammedia;FUS Rabat;0;0;;;;;
2021-05-09;D.H. Eljadida;Hassania Agadir;1;0;;;;;
2021-05-09;Rapide club oued zem;Renaissance Club Zemamra;3;2;;;;;
2021-05-10;FAR Rabat;WAC Casablanca;0;0;;;;;
2021-05-10;RCA ;Maghreb Fès;1;0;;;;;
2021-05-10;RSB Berkane;Moghreb Tétouan;1;1;;;;;
2021-05-12;D.H. Eljadida;Olympique club de safi ;0;1;;;;;
2021-05-12;Ittihad Tanger;Hassania Agadir;1;1;;;;;
2021-05-12;MCO Oujda;Rapide club oued zem;0;0;;;;;
2021-05-13;FAR Rabat;Maghreb Fès;3;2;;;;;
2021-05-13;RCA ;FUS Rabat;1;1;;;;;
2021-05-13;RSB Berkane;Renaissance Club Zemamra;2;0;;;;;
2021-05-13;SC Chabab Mohammedia;Moghreb Tétouan;0;0;;;;;
2021-05-15;Olympique club de safi;Ittihad Tanger;1;1;;;;;
2021-05-15;Moghreb Tétouan;FAR Rabat;0;0;;;;;
2021-05-15;Renaissance Club Zemamra;SC Chabab Mohammedia;1;1;;;;;
2021-05-16;Maghreb Fès;RSB Berkane;2;0;;;;;
2021-05-16;FUS Rabat ;MCO Oujda;0;3;;;;;
2021-05-16;Hassania Agadir;Youssoufia Berrechid;2;1;;;;;
2021-05-18;WAC Casablanca;Olympique club de safi ;3;1;;;;;
2021-05-18;D.H. Eljadida;Moghreb Tétouan;2;2;;;;;
2021-05-19;Youssoufia Berrechid;Maghreb Fès;1;1;;;;;
2021-05-19;RSB Berkane;Rapide club oued zem;0;0;;;;;
2021-05-19;SC Chabab Mohammedia;Hassania Agadir;0;0;;;;;
2021-05-20;Ittihad Tanger;FUS Rabat;1;2;;;;;
2021-05-20;FAR Rabat;Renaissance Club Zemamra;2;1;;;;;
2021-05-20;MCO Oujda;RCA ;0;2;;;;;
2021-05-22;Maghreb Fès;D.H. Eljadida;1;3;;;;;
2021-05-22;Olympique club de safi;Youssoufia Berrechid;1;1;;;;;
2021-05-22;Rapide club oued zem;SC Chabab Mohammedia;3;2;;;;;
2021-05-23;FUS Rabat ;FAR Rabat;2;1;;;;;
2021-05-23;Moghreb Tétouan;Ittihad Tanger;1;0;;;;;
2021-05-23;Renaissance Club Zemamra;MCO Oujda;3;4;;;;;
2021-05-25;Olympique club de safi;Hassania Agadir;1;0;;;;;
2021-05-26;WAC Casablanca;Maghreb Fès;2;0;;;;;
2021-05-26;D.H. Eljadida;FUS Rabat;3;1;;;;;
2021-05-26;Ittihad Tanger;Renaissance Club Zemamra;2;0;;;;;
2021-05-26;FAR Rabat;Rapide club oued zem;1;1;;;;;
2021-05-27;Youssoufia Berrechid;Moghreb Tétouan;0;3;;;;;
2021-05-27;SC Chabab Mohammedia;RCA ;1;2;;;;;
2021-05-29;Maghreb Fès;Olympique club de safi ;1;2;;;;;
2021-05-29;Renaissance Club Zemamra;D.H. Eljadida;1;0;;;;;
2021-05-29;Rapide club oued zem;Ittihad Tanger;1;2;;;;;
2021-05-30;FUS Rabat ;WAC Casablanca;0;0;;;;;
2021-05-30;RCA ;FAR Rabat;3;2;;;;;
2021-05-30;MCO Oujda;SC Chabab Mohammedia;3;2;;;;;
2021-05-30;Moghreb Tétouan;Hassania Agadir;2;1;;;;;
2021-06-03;Youssoufia Berrechid;WAC Casablanca;0;1;;;;;
2021-06-03;Rapide club oued zem;RCA ;0;2;;;;;
2021-06-03;RSB Berkane;MCO Oujda;3;1;;;;;
2021-06-09;WAC Casablanca;D.H. Eljadida;4;2;;;;;
2021-06-09;RSB Berkane;Youssoufia Berrechid;1;1;;;;;
2021-06-13;Hassania Agadir;WAC Casablanca;3;5;;;;;
2021-06-13;RCA ;RSB Berkane;0;1;;;;;
2021-06-16;WAC Casablanca;Renaissance Club Zemamra;0;0;;;;;
2021-06-16;Ittihad Tanger;RCA ;0;3;;;;;
2021-06-19;Olympique club de safi;Moghreb Tétouan;0;0;;;;;
2021-06-19;FAR Rabat;MCO Oujda;1;0;;;;;
2021-06-19;SC Chabab Mohammedia;RSB Berkane;2;0;;;;;
2021-06-20;Youssoufia Berrechid;FUS Rabat;2;1;;;;;
2021-06-20;Hassania Agadir;Maghreb Fès;1;1;;;;;
2021-06-20;D.H. Eljadida;Rapide club oued zem;1;1;;;;;
2021-06-22;RSB Berkane;WAC Casablanca;0;2;;;;;
2021-06-24;RCA ;D.H. Eljadida;2;0;;;;;
2021-06-26;MCO Oujda;Ittihad Tanger;0;0;;;;;
2021-06-26;Moghreb Tétouan;Maghreb Fès;0;0;;;;;
2021-06-26;Rapide club oued zem;Youssoufia Berrechid;2;0;;;;;
2021-06-27;FUS Rabat ;Olympique club de safi ;2;1;;;;;
2021-06-27;SC Chabab Mohammedia;FAR Rabat;0;2;;;;;
2021-06-27;Renaissance Club Zemamra;Hassania Agadir;1;0;;;;;
2021-06-29;Maghreb Fès;Rapide club oued zem;2;1;;;;;
2021-06-29;D.H. Eljadida;MCO Oujda;2;2;;;;;
2021-06-30;Hassania Agadir;FUS Rabat;0;0;;;;;
2021-06-30;WAC Casablanca;Moghreb Tétouan;4;2;;;;;
2021-06-30;Youssoufia Berrechid;RCA ;1;0;;;;;
2021-07-01;Olympique club de safi;Renaissance Club Zemamra;2;2;;;;;
2021-07-01;Ittihad Tanger;SC Chabab Mohammedia;0;1;;;;;
2021-07-01;FAR Rabat;RSB Berkane;3;1;;;;;
2021-07-03;FUS Rabat ;Maghreb Fès;0;1;;;;;
2021-07-03;RCA ;WAC Casablanca;1;2;;;;;
2021-07-03;Rapide club oued zem;Hassania Agadir;0;1;;;;;
2021-07-03;MCO Oujda;Youssoufia Berrechid;3;1;;;;;
2021-07-04;FAR Rabat;Ittihad Tanger;2;1;;;;;
2021-07-04;RSB Berkane;Olympique club de safi ;3;0;;;;;
2021-07-04;SC Chabab Mohammedia;D.H. Eljadida;2;0;;;;;
2021-07-04;Renaissance Club Zemamra;Moghreb Tétouan;3;0;;;;;
2021-07-06;Maghreb Fès;MCO Oujda;2;1;;;;;
2021-07-06;Hassania Agadir;RCA ;0;0;;;;;
2021-07-07;WAC Casablanca;Rapide club oued zem;2;0;;;;;
2021-07-07;Olympique club de safi;SC Chabab Mohammedia;1;1;;;;;
2021-07-07;Youssoufia Berrechid;Renaissance Club Zemamra;1;1;;;;;
2021-07-08;Moghreb Tétouan;FUS Rabat;2;2;;;;;
2021-07-08;D.H. Eljadida;FAR Rabat;1;0;;;;;
2021-07-08;Ittihad Tanger;RSB Berkane;0;2;;;;;
2021-07-13;Renaissance Club Zemamra;FUS Rabat;1;0;;;;;
2021-07-13;Rapide club oued zem;Olympique club de safi ;2;1;;;;;
2021-07-13;FAR Rabat;Youssoufia Berrechid;3;2;;;;;
2021-07-13;RSB Berkane;Hassania Agadir;1;0;;;;;
2021-07-14;Ittihad Tanger;D.H. Eljadida;0;1;;;;;
2021-07-14;MCO Oujda;WAC Casablanca;0;2;;;;;
2021-07-14;SC Chabab Mohammedia;Maghreb Fès;1;1;;;;;
2021-07-14;RCA ;Moghreb Tétouan;4;1;;;;;
2021-07-17;Hassania Agadir;FAR Rabat;0;1;;;;;
2021-07-17;Olympique club de safi;RCA ;2;2;;;;;
2021-07-17;Moghreb Tétouan;MCO Oujda;0;1;;;;;
2021-07-18;WAC Casablanca;Ittihad Tanger;2;4;;;;;
2021-07-18;Maghreb Fès;Renaissance Club Zemamra;2;2;;;;;
2021-07-18;FUS Rabat ;Rapide club oued zem;0;0;;;;;
2021-07-18;D.H. Eljadida;RSB Berkane;3;1;;;;;
2021-07-18;Youssoufia Berrechid;SC Chabab Mohammedia;0;1;;;;;
2021-07-23;RSB Berkane;FUS Rabat;3;2;;;;;
2021-07-23;D.H. Eljadida;Youssoufia Berrechid;2;3;;;;;
2021-07-23;Rapide club oued zem;Moghreb Tétouan;2;1;;;;;
2021-07-23;RCA ;Renaissance Club Zemamra;1;0;;;;;
2021-07-24;Ittihad Tanger;Maghreb Fès;0;0;;;;;
2021-07-24;FAR Rabat;Olympique club de safi ;0;0;;;;;
2021-07-24;SC Chabab Mohammedia;WAC Casablanca;1;1;;;;;
2021-07-24;MCO Oujda;Hassania Agadir;1;0;;;;;
2021-07-27;Youssoufia Berrechid;Ittihad Tanger;1;0;;;;;
2021-07-27;FUS Rabat ;SC Chabab Mohammedia;2;0;;;;;
2021-07-27;Renaissance Club Zemamra;Rapide club oued zem;1;1;;;;;
2021-07-27;Moghreb Tétouan;RSB Berkane;2;3;;;;;
2021-07-28;WAC Casablanca;FAR Rabat;2;0;;;;;
2021-07-28;Hassania Agadir;D.H. Eljadida;2;0;;;;;
2021-07-28;Olympique club de safi;MCO Oujda;0;0;;;;;
2021-07-28;Maghreb Fès;RCA ;2;3;;;;;
